N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Previous_Crop,Recommended_Crop
135,16,45,8.11,49.92,Silt,1.26,1.13,19.51,64.27,483.82,7.95,19.69,West,1512,Zaid,Canal,166.23,Maize,Wheat
132,15,16,5.68,26.29,Sandy,0.38,1.36,30.17,53.94,531.65,10.28,12.55,Central,1085,Kharif,Canal,61.27,Rice,Millet
84,42,32,4.54,38.41,Clay,1.35,1.23,35.02,57.95,1444.85,6.16,11.65,West,289,Kharif,Canal,120.47,Cotton,Rice
118,67,43,5.29,13.72,Clay,1.47,2.17,19.8,80.91,2164.83,7.25,8.25,West,664,Rabi,Drip,95.96,Wheat,Sugarcane
91,58,105,4.94,47.22,Silt,1.46,0.85,15.08,59.14,2768.44,5.21,15.94,West,91,Rabi,Drip,185.08,Vegetables,Barley
71,26,30,5.78,44.76,Loamy,0.39,0.3,27.74,82.52,2918.77,9.61,16.48,North,1445,Kharif,Sprinkler,300.9,Cotton,Rice
137,51,79,7.8,50.12,Loamy,0.91,1.2,18.53,44.83,2137.34,9.9,1.19,South,173,Rabi,Canal,126.56,Vegetables,Wheat
139,81,89,7.11,54.22,Loamy,0.96,2.21,29.57,62.03,2392.96,7.96,5.79,Central,1001,Kharif,Drip,241.65,Rice,Rice
26,49,108,5.18,47.9,Sandy,0.45,2.75,14.04,52.14,1629.25,9.9,1.61,South,1932,Kharif,Canal,116.14,Cotton,Sugarcane
30,55,56,7.66,52.22,Silt,0.91,0.25,14.55,65.48,356.56,9.16,15.75,Central,422,Zaid,Drip,113.52,Maize,Wheat
122,80,62,6.52,27.28,Loamy,1.04,2.45,30.28,64.53,550.82,11.44,4.37,North,1717,Kharif,Rainfed,96.35,Cotton,Millet
80,79,93,6.55,27.17,Sandy,0.63,0.29,39.21,64.28,2918.2,8.69,3.06,East,2356,Rabi,Rainfed,198.31,Vegetables,Rice
87,77,115,5.95,57.22,Clay,0.61,1.06,17.41,61.67,1300.4,6.85,16.14,North,434,Kharif,Sprinkler,167.4,Maize,Potato
159,10,50,7.96,55.73,Loamy,0.28,0.16,31.42,57.27,2361.24,9.84,11.91,South,1564,Zaid,Sprinkler,99.52,Rice,Rice
121,88,84,5.77,37.42,Clay,1.44,2.74,25.96,84.62,817.31,4.45,3.92,Central,1365,Zaid,Rainfed,158.66,Maize,Cotton
129,61,41,4.88,28.33,Loamy,1.24,2.15,35.32,46.08,1692.15,7.81,17.05,South,1350,Rabi,Sprinkler,96.31,Maize,Rice
159,44,23,5.71,53.3,Silt,1.19,1.17,21.67,56.04,627.53,11.73,8.73,South,1085,Rabi,Sprinkler,165.37,Cotton,Wheat
70,78,97,7.36,26.17,Clay,0.23,1.19,39.15,42.67,2464.44,9.64,8.09,North,644,Rabi,Drip,250.62,Pulses,Rice
136,14,117,7.13,17.68,Silt,1.01,1.96,12.47,49.94,670.58,11.99,13.38,South,1330,Rabi,Sprinkler,319.99,Pulses,Wheat
65,26,112,5.25,41.97,Sandy,0.43,0.36,39.54,44.94,2176.62,7.14,1.7,North,2364,Rabi,Sprinkler,149.15,Pulses,Rice
72,62,116,4.95,12.13,Clay,1.06,0.52,35.39,70.18,622.55,7.14,7.38,South,490,Rabi,Sprinkler,122.38,Vegetables,Millet
107,61,104,7.14,28.96,Sandy,1.01,2.56,35.99,72.46,2492.26,4.48,2.49,East,2085,Kharif,Rainfed,154.83,Rice,Rice
140,23,26,7.21,50.38,Loamy,1.31,0.69,35.27,46.6,1608.17,6.89,14.97,West,649,Rabi,Rainfed,167.04,Rice,Rice
32,38,34,5.96,24.76,Loamy,0.53,2.21,35.86,89.02,1354.8,5.13,6.21,East,1534,Kharif,Rainfed,190.41,Cotton,Wheat
108,17,73,7.87,56.57,Loamy,0.24,0.75,34.45,47.05,1142.99,7.16,16.89,Central,2496,Kharif,Canal,166.47,Maize,Sugarcane
144,10,82,8.41,57.79,Sandy,1.39,0.36,36.99,79.7,2125.63,4.02,8.96,North,263,Zaid,Drip,327.47,Cotton,Rice
137,38,95,5.32,50.79,Loamy,1.38,2.71,23.82,47.56,446.55,7.51,17.82,West,370,Zaid,Rainfed,160.16,Pulses,Cotton
73,45,118,6.81,59.38,Silt,0.79,2.71,38.18,54.79,2597.35,11.51,5.2,South,185,Kharif,Sprinkler,64.04,Vegetables,Rice
135,60,57,4.52,36.54,Sandy,0.3,1.86,21.55,69.88,2331.48,10.1,13.4,North,285,Kharif,Canal,281.04,Rice,Rice
137,46,44,7.35,38.46,Sandy,0.85,1.44,31.86,63.46,1244.25,5.93,18.95,Central,2117,Rabi,Canal,173.71,Vegetables,Sugarcane
23,78,46,6.16,51.81,Clay,0.88,1.7,31.31,60.37,2937.38,6.16,8.49,East,139,Rabi,Sprinkler,246.46,Rice,Rice
94,62,64,5.27,34.64,Loamy,1.27,1.28,34.63,77.65,2529.77,6.47,4.0,South,116,Rabi,Rainfed,230.97,Rice,Rice
68,61,26,7.51,30.34,Clay,1.13,2.3,32.15,72.46,958.3,4.74,11.52,Central,2406,Rabi,Sprinkler,303.74,Cotton,Wheat
26,21,37,7.74,40.74,Sandy,0.29,2.29,11.06,84.85,2685.66,11.94,9.21,North,577,Zaid,Canal,271.87,Maize,Wheat
129,61,10,4.94,42.88,Clay,1.12,2.48,32.17,43.85,477.12,9.34,10.61,Central,325,Rabi,Rainfed,113.8,Cotton,Millet
141,10,62,4.66,47.54,Silt,0.38,1.62,10.7,30.98,2130.8,9.91,10.04,West,899,Rabi,Drip,296.26,Rice,Sugarcane
30,16,82,5.84,43.41,Loamy,0.32,2.42,26.0,89.99,567.76,9.56,6.05,West,181,Zaid,Rainfed,196.92,Cotton,Millet
111,26,64,7.0,47.29,Sandy,0.72,0.55,35.17,47.0,2932.59,7.72,10.78,South,1166,Kharif,Canal,147.96,Wheat,Rice
42,52,70,7.67,43.73,Clay,0.3,0.19,34.89,32.58,339.16,10.53,3.81,Central,1060,Rabi,Rainfed,174.31,Wheat,Millet
47,80,22,6.68,34.02,Loamy,1.28,1.98,35.24,44.84,851.73,5.9,12.08,South,1696,Zaid,Drip,336.7,Maize,Tomato
130,26,56,6.82,16.75,Silt,0.8,0.41,28.07,70.13,1684.36,7.11,9.31,North,2333,Zaid,Canal,67.0,Vegetables,Rice
76,68,73,7.7,49.27,Loamy,0.96,1.7,15.51,65.29,1835.09,6.61,19.48,Central,1210,Rabi,Canal,330.14,Pulses,Wheat
45,12,41,6.62,11.54,Clay,0.95,2.19,25.24,42.4,1636.16,11.62,2.8,North,232,Kharif,Rainfed,333.04,Cotton,Rice
73,38,37,6.94,59.63,Silt,1.47,1.28,25.49,41.17,2272.27,4.31,15.29,North,1533,Zaid,Sprinkler,93.29,Cotton,Rice
48,31,62,6.56,51.42,Sandy,1.39,0.23,19.74,56.66,204.35,4.6,7.64,Central,2474,Zaid,Rainfed,168.13,Wheat,Wheat
116,47,40,8.02,43.55,Silt,1.3,2.67,22.72,30.81,1778.69,11.65,14.25,North,211,Zaid,Canal,287.53,Maize,Rice
33,63,17,5.44,58.33,Loamy,0.7,0.23,36.17,30.14,1921.87,9.5,19.2,West,739,Kharif,Canal,336.86,Rice,Rice
97,59,81,5.56,40.62,Sandy,0.39,2.72,25.54,67.01,785.41,9.09,18.06,South,245,Zaid,Sprinkler,120.48,Pulses,Millet
54,78,107,5.01,12.82,Loamy,0.97,0.25,31.14,49.52,2045.58,10.55,3.15,South,239,Kharif,Drip,66.64,Wheat,Rice
49,39,96,7.78,37.97,Sandy,0.77,2.23,24.87,31.43,2031.15,11.33,17.65,South,27,Rabi,Rainfed,248.37,Rice,Rice
111,32,83,6.15,23.86,Silt,0.49,2.78,28.52,57.59,1684.43,11.17,8.43,South,273,Rabi,Drip,71.96,Rice,Rice
36,56,110,5.89,28.47,Sandy,0.33,2.73,12.78,86.13,926.01,11.12,2.34,West,921,Kharif,Canal,111.67,Rice,Pulses
112,30,34,8.43,32.98,Loamy,0.77,2.69,37.94,45.29,1366.38,10.71,4.95,Central,2343,Rabi,Rainfed,179.25,Pulses,Sugarcane
98,29,42,8.21,48.73,Clay,1.05,2.66,23.08,45.06,962.85,4.96,1.54,Central,2114,Rabi,Canal,218.1,Vegetables,Potato
129,32,118,8.39,35.15,Clay,1.01,1.58,32.45,58.08,2355.23,9.08,3.65,North,1469,Zaid,Sprinkler,190.38,Vegetables,Rice
121,77,77,5.07,33.73,Clay,1.21,1.72,30.01,38.91,1932.08,7.93,9.88,North,1887,Kharif,Canal,299.27,Pulses,Rice
125,30,16,8.07,25.1,Sandy,0.81,1.9,33.98,68.28,623.4,10.24,18.96,West,1294,Zaid,Canal,165.95,Wheat,Millet
66,30,106,5.81,36.99,Clay,0.62,2.7,11.05,80.36,1789.31,11.64,16.38,East,632,Zaid,Drip,204.88,Rice,Millet
83,10,75,4.55,22.42,Clay,0.9,2.53,38.06,41.67,2729.12,6.92,11.1,Central,324,Kharif,Sprinkler,200.27,Wheat,Rice
83,24,55,6.07,23.05,Loamy,1.47,2.37,34.89,69.52,2531.84,10.04,7.15,North,479,Rabi,Sprinkler,110.81,Vegetables,Rice
106,26,105,6.54,47.86,Silt,0.26,2.06,35.01,83.28,2695.37,5.7,1.54,West,2352,Zaid,Drip,162.18,Pulses,Rice
26,60,14,4.93,27.13,Sandy,0.89,1.89,24.01,84.18,2767.62,7.37,2.09,Central,1593,Kharif,Canal,326.67,Maize,Rice
41,72,119,6.65,12.57,Clay,0.63,2.78,33.89,63.17,726.98,9.78,14.9,West,2221,Kharif,Sprinkler,191.5,Vegetables,Millet
100,23,26,7.78,27.18,Loamy,0.34,0.66,27.26,39.14,2214.97,4.7,11.35,Central,215,Zaid,Rainfed,84.8,Rice,Rice
93,68,85,6.01,41.93,Sandy,0.77,0.66,25.1,69.55,2004.22,10.9,3.31,West,2348,Rabi,Sprinkler,229.47,Pulses,Rice
157,59,61,5.91,50.7,Loamy,1.03,2.95,33.55,74.09,293.49,11.34,17.38,South,1492,Rabi,Drip,190.2,Maize,Millet
154,43,21,5.86,58.1,Silt,0.89,1.7,28.83,75.26,2378.98,10.98,10.84,East,72,Zaid,Canal,223.19,Vegetables,Rice
144,15,71,8.19,47.31,Clay,0.24,1.5,12.31,86.06,780.14,4.01,16.9,East,537,Kharif,Canal,333.65,Vegetables,Wheat
69,58,44,4.7,31.44,Sandy,0.95,2.57,19.44,66.92,2767.62,10.43,15.79,Central,1433,Zaid,Canal,216.78,Rice,Pulses
71,15,71,6.28,24.96,Sandy,0.5,2.56,28.66,57.97,2538.78,11.18,7.33,West,92,Kharif,Sprinkler,289.04,Wheat,Rice
20,78,30,5.56,16.48,Clay,0.64,0.61,37.11,60.15,2352.9,11.87,14.35,Central,811,Kharif,Canal,207.07,Maize,Rice
23,16,94,8.08,41.38,Loamy,0.61,0.6,37.99,49.29,2151.0,4.27,19.85,West,634,Zaid,Drip,202.91,Rice,Rice
151,86,75,4.88,35.49,Silt,1.32,2.41,35.17,33.44,1516.23,8.51,15.21,South,459,Zaid,Drip,287.37,Pulses,Rice
23,60,62,6.15,43.89,Sandy,0.26,2.38,17.63,73.05,2433.96,11.06,6.02,Central,852,Kharif,Canal,156.57,Vegetables,Wheat
20,10,30,6.13,21.86,Sandy,0.65,0.75,24.2,31.19,2493.85,9.85,12.25,West,1380,Rabi,Drip,197.89,Wheat,Rice
90,22,24,8.05,26.18,Silt,0.71,2.54,23.0,33.85,475.75,10.83,9.23,West,133,Rabi,Sprinkler,258.54,Wheat,Potato
54,52,84,5.36,24.6,Sandy,1.0,1.49,23.16,50.05,1126.96,9.59,6.7,East,18,Rabi,Drip,328.87,Wheat,Barley
27,36,83,7.08,49.88,Silt,1.23,1.46,11.49,85.86,1086.63,4.19,6.4,North,1199,Zaid,Rainfed,234.25,Maize,Wheat
55,80,91,5.04,18.56,Clay,1.15,2.96,15.21,58.99,548.93,11.03,9.75,North,1764,Zaid,Canal,220.23,Rice,Rice
142,12,32,8.32,40.42,Silt,1.18,1.61,14.6,42.91,2932.21,8.94,6.9,North,516,Rabi,Rainfed,114.51,Cotton,Wheat
62,67,40,6.87,12.57,Silt,0.45,0.5,28.52,83.82,1834.06,5.98,3.81,South,1170,Kharif,Sprinkler,135.82,Pulses,Rice
46,26,63,7.01,37.48,Loamy,1.39,0.91,22.35,64.3,1851.43,9.44,15.38,West,455,Zaid,Drip,142.55,Rice,Rice
51,54,64,6.24,13.2,Silt,0.74,1.07,19.73,52.19,1270.88,8.12,6.57,North,1889,Rabi,Drip,267.19,Vegetables,Wheat
97,87,35,5.87,18.79,Clay,0.21,2.88,23.32,72.94,2352.32,9.74,8.09,Central,1870,Kharif,Sprinkler,263.94,Wheat,Rice
140,67,62,5.35,15.65,Sandy,1.07,0.87,19.73,56.47,1531.82,7.78,18.16,South,772,Zaid,Sprinkler,124.8,Vegetables,Sugarcane
35,65,75,6.92,27.34,Loamy,0.99,1.35,32.72,73.8,2278.29,4.82,13.58,Central,1028,Kharif,Canal,59.25,Wheat,Rice
118,63,48,8.32,27.19,Silt,0.36,2.27,15.01,43.1,2658.44,11.3,18.65,South,1914,Rabi,Drip,75.87,Wheat,Wheat
66,38,16,5.94,51.32,Loamy,1.45,0.89,11.68,39.01,2039.39,9.46,12.43,Central,1957,Rabi,Drip,248.29,Rice,Potato
50,63,97,8.03,21.28,Clay,0.93,2.13,29.52,57.66,1944.75,9.71,7.76,North,2238,Kharif,Drip,242.34,Cotton,Rice
23,36,48,5.1,14.32,Clay,0.81,0.7,16.92,49.18,2403.37,10.14,5.23,South,421,Kharif,Canal,307.23,Rice,Rice
36,54,41,8.24,40.18,Sandy,0.72,0.8,29.3,66.31,1608.43,8.1,16.68,West,1547,Kharif,Canal,60.92,Vegetables,Rice
58,40,35,5.9,44.37,Clay,0.47,2.96,11.76,77.33,2472.6,9.71,9.53,South,380,Kharif,Drip,69.23,Maize,Wheat
67,45,96,6.02,24.74,Clay,1.44,1.17,17.41,84.09,459.0,5.69,13.37,North,2353,Kharif,Drip,302.88,Wheat,Wheat
58,70,87,6.35,40.14,Silt,1.11,2.22,14.62,75.63,877.4,7.75,15.1,East,0,Rabi,Drip,278.59,Cotton,Wheat
151,46,38,7.37,48.8,Clay,0.94,2.54,18.72,50.5,2788.87,9.53,5.68,West,2272,Zaid,Sprinkler,339.94,Maize,Wheat
49,76,34,7.38,27.38,Clay,1.02,1.11,19.87,73.64,679.34,10.44,19.55,North,2051,Kharif,Rainfed,154.44,Vegetables,Wheat
41,45,65,6.42,36.27,Clay,1.29,1.14,24.86,61.79,1468.58,11.74,5.48,South,2176,Kharif,Drip,302.08,Cotton,Rice
85,14,40,6.59,17.33,Sandy,1.03,2.34,25.6,84.36,1546.02,10.89,15.39,North,1577,Rabi,Canal,148.41,Vegetables,Rice
127,55,75,4.62,11.18,Silt,0.35,1.86,28.9,72.41,1369.05,4.33,3.88,South,1023,Zaid,Drip,280.06,Cotton,Sugarcane
31,88,11,5.72,59.07,Silt,1.11,1.15,19.95,39.01,2627.35,5.41,19.52,South,499,Rabi,Drip,248.3,Rice,Potato
55,61,96,5.88,24.99,Loamy,0.93,2.27,25.96,34.69,2299.26,9.44,5.78,West,2324,Rabi,Canal,232.52,Vegetables,Rice
37,58,56,6.73,23.95,Clay,1.46,2.6,39.7,62.63,2468.58,4.66,10.79,South,1700,Zaid,Rainfed,139.28,Rice,Rice
109,15,84,6.73,58.66,Loamy,1.15,0.78,16.32,51.9,2975.63,11.96,8.01,East,17,Rabi,Drip,116.37,Pulses,Wheat
20,19,38,7.34,46.41,Loamy,0.65,0.17,14.58,40.09,2929.5,7.77,18.18,North,2050,Kharif,Sprinkler,234.51,Maize,Wheat
146,32,115,7.37,39.26,Clay,0.38,0.9,35.28,77.86,2697.89,9.49,10.92,North,2204,Zaid,Canal,142.52,Cotton,Rice
109,26,108,5.44,44.97,Silt,0.83,2.06,22.31,52.53,1783.77,4.38,13.77,South,2433,Zaid,Drip,285.86,Wheat,Rice
106,53,58,7.58,45.5,Clay,1.08,2.75,35.41,35.16,1043.65,7.44,5.17,South,2480,Rabi,Drip,319.5,Rice,Sugarcane
109,50,82,4.58,48.17,Loamy,0.43,2.6,22.74,45.74,2226.37,5.92,18.97,West,855,Kharif,Drip,178.17,Maize,Rice
153,24,41,7.36,13.36,Sandy,1.04,0.74,10.65,70.61,2857.97,4.84,7.75,West,1625,Zaid,Sprinkler,230.46,Pulses,Wheat
89,53,39,4.91,30.64,Loamy,1.27,2.65,21.25,68.88,2972.64,9.38,2.9,South,993,Zaid,Canal,118.09,Vegetables,Rice
63,67,24,7.42,24.76,Silt,0.4,2.45,28.3,45.75,1917.03,11.81,5.14,Central,2216,Rabi,Drip,239.16,Maize,Rice
105,59,71,6.61,13.53,Sandy,1.12,2.23,23.43,50.47,2162.25,6.44,4.69,South,567,Kharif,Canal,148.65,Wheat,Rice
38,61,87,6.25,30.63,Loamy,0.29,2.1,23.78,32.99,980.44,11.43,3.06,East,2477,Zaid,Sprinkler,199.81,Pulses,Maize
120,79,26,7.26,40.81,Clay,0.21,2.44,39.95,87.2,764.41,4.02,10.33,North,150,Rabi,Sprinkler,288.21,Pulses,Millet
114,77,31,4.65,18.92,Silt,0.24,2.6,26.32,49.63,1988.75,9.3,6.92,Central,1327,Kharif,Drip,204.94,Vegetables,Rice
120,72,39,5.39,25.25,Sandy,1.02,2.48,30.91,85.76,830.39,8.25,10.39,Central,2342,Zaid,Canal,139.25,Vegetables,Millet
49,67,90,6.97,41.96,Silt,1.47,0.45,31.63,78.83,1306.97,6.95,2.51,Central,2090,Rabi,Rainfed,244.69,Rice,Wheat
52,32,25,7.89,38.97,Loamy,1.2,2.19,10.01,50.11,1579.21,7.34,12.19,North,809,Zaid,Drip,259.34,Cotton,Wheat
31,53,61,6.02,53.44,Silt,0.53,2.54,26.57,71.65,2811.55,8.81,13.0,West,1756,Kharif,Sprinkler,289.75,Pulses,Rice
137,53,17,5.54,49.56,Sandy,0.29,0.64,38.89,58.42,2937.16,8.46,5.84,Central,1171,Zaid,Canal,251.68,Cotton,Rice
113,61,73,6.57,58.28,Clay,1.0,0.72,32.52,88.6,891.89,8.07,11.81,East,1671,Kharif,Sprinkler,346.15,Vegetables,Rice
156,76,48,6.99,39.86,Sandy,0.2,2.38,20.21,68.31,569.55,11.86,6.78,South,599,Zaid,Sprinkler,54.64,Maize,Cotton
95,37,40,6.18,44.92,Silt,1.23,1.1,20.94,61.14,829.67,10.15,3.98,Central,2457,Rabi,Drip,243.53,Vegetables,Barley
48,76,21,8.01,53.03,Clay,0.52,1.26,19.11,68.28,1652.89,5.43,13.93,North,229,Kharif,Canal,77.07,Pulses,Wheat
136,87,42,6.59,52.0,Clay,0.59,1.19,28.91,43.21,2392.16,11.34,16.87,North,494,Kharif,Sprinkler,314.2,Rice,Rice
34,27,67,4.64,45.94,Silt,0.65,0.72,12.92,48.38,1661.57,7.94,3.92,East,696,Kharif,Canal,69.67,Vegetables,Sugarcane
21,36,21,5.39,35.01,Sandy,1.19,2.82,18.7,72.76,2812.78,4.11,17.87,Central,168,Zaid,Canal,349.76,Maize,Potato
136,60,34,6.3,23.66,Clay,0.55,2.44,24.95,35.02,1984.76,10.29,12.37,West,1206,Rabi,Rainfed,288.03,Wheat,Rice
37,69,47,7.29,53.86,Clay,0.57,0.83,26.06,48.16,1554.23,6.82,15.69,North,1483,Zaid,Rainfed,347.55,Wheat,Rice
22,83,57,5.38,48.83,Silt,0.9,0.41,28.22,67.17,2356.82,11.99,14.17,North,1073,Rabi,Drip,304.18,Maize,Rice
154,58,91,8.41,51.9,Clay,0.8,1.18,33.92,89.74,2870.36,8.35,17.79,East,7,Kharif,Canal,121.51,Vegetables,Rice
127,24,92,5.77,17.04,Sandy,1.44,1.3,14.9,85.54,1132.84,6.16,2.13,Central,8,Rabi,Drip,105.49,Vegetables,Sugarcane
114,82,64,6.63,25.74,Clay,0.54,0.12,16.75,79.93,970.0,10.02,19.75,East,2322,Rabi,Rainfed,120.36,Cotton,Wheat
141,77,12,4.58,31.24,Loamy,0.32,2.67,36.17,60.05,797.39,6.23,17.72,West,114,Kharif,Drip,120.91,Wheat,Millet
30,24,108,8.04,51.92,Clay,0.9,2.57,34.93,78.28,1699.81,4.2,1.82,North,1597,Kharif,Rainfed,205.2,Rice,Rice
87,60,78,7.66,54.64,Loamy,0.44,2.57,34.65,63.54,1511.06,4.77,5.8,South,1121,Zaid,Rainfed,211.42,Wheat,Rice
142,57,44,5.28,24.24,Sandy,0.74,2.44,16.26,57.51,892.2,9.26,11.17,South,192,Zaid,Sprinkler,305.04,Maize,Cotton
132,81,60,8.23,44.32,Loamy,0.44,2.23,11.75,43.41,2220.66,5.71,17.27,South,1148,Zaid,Sprinkler,136.95,Rice,Wheat
117,10,36,5.76,13.89,Clay,1.35,1.94,25.7,87.06,1033.14,5.9,6.93,East,1518,Rabi,Drip,122.54,Cotton,Sugarcane
112,16,46,7.27,30.48,Clay,0.63,2.88,36.1,65.89,2318.26,5.19,1.95,West,339,Kharif,Sprinkler,145.29,Maize,Rice
41,62,119,7.78,34.33,Silt,1.21,2.16,17.13,70.52,2548.89,6.05,15.82,South,689,Rabi,Canal,65.77,Wheat,Wheat
146,40,94,7.46,48.28,Silt,1.43,1.93,37.13,38.46,2625.28,10.08,9.25,North,2428,Zaid,Sprinkler,71.51,Wheat,Rice
153,27,25,8.17,54.6,Clay,1.42,2.39,14.25,55.85,610.1,8.11,15.46,Central,1179,Kharif,Sprinkler,142.13,Rice,Wheat
44,21,101,7.96,26.86,Clay,0.88,0.81,18.94,87.88,1056.63,5.73,7.19,East,212,Rabi,Canal,273.73,Vegetables,Wheat
104,57,34,8.48,36.39,Clay,1.48,2.9,18.95,75.46,1667.65,5.98,16.56,West,229,Rabi,Sprinkler,221.6,Vegetables,Wheat
74,39,42,5.23,42.37,Clay,1.05,0.16,14.53,82.97,2567.64,7.03,7.86,West,1226,Kharif,Canal,116.54,Wheat,Cotton
114,16,71,5.72,26.43,Sandy,0.37,1.98,36.18,53.75,1322.96,11.97,10.05,South,1879,Rabi,Rainfed,280.28,Vegetables,Sugarcane
138,12,26,7.04,59.28,Clay,1.35,0.32,22.38,33.99,2047.63,5.39,18.81,South,2315,Zaid,Drip,174.31,Maize,Rice
28,72,52,7.43,53.79,Loamy,0.81,2.57,15.72,51.09,1472.75,10.42,3.81,North,1723,Kharif,Canal,302.18,Cotton,Wheat
61,15,39,6.64,24.82,Silt,0.4,2.91,14.42,52.56,282.92,10.93,12.06,West,1155,Zaid,Rainfed,319.99,Cotton,Wheat
72,24,50,4.8,35.4,Loamy,1.23,1.28,22.63,48.07,1085.77,11.64,16.46,Central,943,Kharif,Sprinkler,291.08,Cotton,Rice
93,80,13,7.87,21.54,Loamy,1.01,2.59,10.52,61.6,2318.82,8.84,14.14,West,1230,Rabi,Canal,343.41,Maize,Wheat
58,52,75,8.34,35.73,Sandy,1.35,1.07,13.63,41.53,2244.82,4.8,9.1,East,941,Zaid,Rainfed,160.52,Vegetables,Wheat
141,27,69,6.12,44.17,Loamy,1.28,0.56,10.11,86.26,2674.26,4.19,16.25,East,675,Zaid,Drip,51.22,Rice,Wheat
34,31,18,5.4,14.28,Loamy,0.62,0.9,10.73,84.45,1860.08,7.54,10.11,West,1766,Rabi,Rainfed,63.79,Maize,Barley
142,70,40,4.58,53.51,Loamy,0.53,0.98,39.92,45.7,2346.03,6.81,13.23,South,841,Rabi,Rainfed,326.42,Maize,Rice
130,70,98,5.45,39.69,Silt,1.15,1.93,23.47,69.09,1362.46,10.9,7.38,South,1065,Kharif,Drip,255.73,Maize,Sugarcane
150,62,110,7.3,59.48,Sandy,0.95,2.41,31.87,60.07,1179.16,8.78,2.09,South,883,Kharif,Sprinkler,98.91,Maize,Sugarcane
102,35,109,8.15,11.28,Loamy,0.29,0.7,32.11,45.0,1151.55,10.75,4.89,South,1198,Kharif,Drip,254.67,Wheat,Sugarcane
29,49,78,4.87,51.57,Loamy,0.44,0.36,36.41,83.83,645.32,8.56,9.88,South,1411,Rabi,Drip,327.23,Maize,Millet
111,17,33,6.71,49.6,Sandy,0.4,0.74,13.11,43.86,1425.8,5.82,17.98,North,2211,Rabi,Rainfed,232.36,Rice,Wheat
48,30,33,7.28,16.64,Clay,0.97,0.96,25.77,67.48,2469.99,5.6,3.5,Central,1446,Kharif,Drip,281.19,Pulses,Rice
54,52,102,5.61,26.77,Loamy,0.31,0.91,19.65,50.12,234.01,7.16,7.01,West,2217,Zaid,Rainfed,319.75,Maize,Sugarcane
25,30,54,6.78,54.24,Silt,0.47,0.74,26.45,79.57,1809.69,4.23,7.27,East,263,Kharif,Canal,228.21,Cotton,Rice
159,12,104,7.36,35.92,Silt,0.91,1.45,19.96,67.22,684.09,7.98,15.79,East,1147,Rabi,Canal,324.28,Rice,Wheat
130,40,46,7.85,30.06,Clay,0.37,2.58,15.51,79.96,2283.7,6.18,11.33,Central,1534,Rabi,Drip,298.23,Maize,Wheat
57,36,67,6.31,55.27,Loamy,0.52,0.39,30.18,50.86,592.6,4.37,8.9,West,625,Zaid,Rainfed,110.56,Cotton,Millet
96,36,92,7.49,14.67,Sandy,1.38,2.6,11.15,30.67,659.33,7.8,2.19,North,2472,Kharif,Sprinkler,125.35,Rice,Wheat
112,82,32,5.71,33.66,Clay,1.11,1.54,36.86,43.3,319.32,9.13,19.44,East,1562,Rabi,Drip,330.4,Pulses,Millet
86,66,44,5.35,42.62,Silt,0.6,2.02,14.39,78.86,1439.48,4.81,16.34,East,847,Rabi,Sprinkler,237.33,Rice,Wheat
155,42,72,5.25,40.43,Silt,1.34,2.46,28.45,49.01,2013.14,8.87,2.07,North,2287,Zaid,Rainfed,118.62,Vegetables,Rice
27,53,15,5.94,23.21,Sandy,0.53,0.98,32.63,49.18,1008.61,11.54,1.88,Central,2484,Rabi,Canal,74.66,Maize,Potato
141,52,15,4.64,38.17,Clay,0.97,2.87,12.19,56.98,315.86,7.01,5.8,East,522,Kharif,Canal,340.72,Vegetables,Tomato
103,40,110,5.63,45.43,Sandy,0.68,0.34,37.1,46.48,2811.41,11.85,1.97,West,1203,Kharif,Drip,168.27,Cotton,Rice
151,74,39,7.11,39.24,Clay,1.18,1.63,20.69,78.43,2609.45,10.26,15.08,West,339,Zaid,Canal,220.12,Maize,Rice
104,85,10,7.09,44.22,Clay,0.68,0.84,39.9,49.3,1495.88,4.08,4.9,East,265,Kharif,Canal,313.42,Cotton,Sugarcane
64,26,72,4.79,22.8,Clay,0.52,1.28,12.06,66.24,2505.18,11.56,17.74,South,1510,Kharif,Sprinkler,84.19,Maize,Cotton
155,24,17,5.65,51.64,Loamy,0.99,1.4,31.5,57.06,2443.26,8.08,12.6,North,1708,Kharif,Drip,178.36,Vegetables,Rice
106,43,37,6.78,32.48,Silt,1.17,2.75,14.82,47.24,1772.54,8.8,10.23,West,175,Rabi,Drip,93.62,Cotton,Wheat
35,89,98,5.77,59.36,Silt,0.9,1.38,22.08,45.92,1675.09,8.87,3.13,North,745,Kharif,Canal,341.24,Maize,Rice
96,13,42,6.17,11.16,Silt,1.13,2.12,23.3,60.11,2022.87,7.13,3.48,Central,642,Kharif,Canal,347.58,Rice,Rice
28,81,62,7.35,29.02,Clay,0.75,2.86,22.18,42.65,2221.97,7.55,3.3,East,644,Zaid,Drip,78.32,Rice,Rice
79,88,47,4.54,19.02,Clay,1.23,1.53,20.13,50.74,2498.26,8.15,5.02,East,2277,Zaid,Rainfed,217.48,Pulses,Rice
